lat,lon,gateway,gateway_id,gw_lat,gw_lon,rssi,distance_3d,closest_to_gw_distance
16.074788199999997,108.15483190000002,a840411eebb44150,6,16.0740984,108.15253,-98,258.1007823520765,252.9528546494241
16.07434,108.1526034,a840411eebb44150,6,16.0740984,108.15253,-67,30.650749207211803,29.0015185071565
16.074348699999998,108.15260629999996,a840411eebb44150,6,16.0740984,108.15253,-59,31.58065983669342,27.986039858532948
16.074514100000002,108.1528997,a840411eebb44150,6,16.0740984,108.15253,-83,61.70296532865545,59.94177105417791
16.074561,108.1531534,a840411eebb44150,6,16.0740984,108.15253,-93,84.81112246168529,84.50408541432766
16.0748296,108.1527825,a840411eebb44150,6,16.0740984,108.15253,-106,86.30607102494457,88.58794549305534
16.0745237,108.1520881,a840411eebb44150,6,16.0740984,108.15253,-79,68.17663406418058,65.61354670545578
16.074302,108.1516275,a840411eebb44150,6,16.0740984,108.15253,-98,100.10760014700804,101.7735621272568
16.0742978,108.15264959999998,a840411eebb44150,6,16.0740984,108.15253,-71,28.480901780376,27.986039858532948
16.074298000000002,108.1530511,a840411eebb44150,6,16.0740984,108.15253,-81,61.03212269642546,59.58471098419707
16.074651,108.15459760000002,a840411eebb44150,6,16.0740984,108.15253,-102,229.82745344308069,230.2576499647259
16.073,108.15027349999998,a840411eebb44150,6,16.0740984,108.15253,-98,270.6104002657776,279.3868341380588
16.073047600000002,108.15040459999996,a840411eebb44150,6,16.0740984,108.15253,-104,255.7473046906132,255.073506470711
16.0730614,108.15040059999995,a840411eebb44150,6,16.0740984,108.15253,-100,255.43050660260585,255.3907473980084
16.073073700000002,108.15041390000002,a840411eebb44150,6,16.0740984,108.15253,-103,253.54794666996216,255.073506470711
16.0733558,108.1511052,a840411eebb44150,6,16.0740984,108.15253,-81,173.71435436561313,175.14807689438717
16.0737941,108.1521872,a840411eebb44150,6,16.0740984,108.15253,-66,51.93009122833578,55.34341767928738
16.074138400000002,108.15305519999995,a840411eebb44150,6,16.0740984,108.15253,-76,57.45505866016761,61.17669430950682
16.0744756,108.1541175,a840411eebb44150,6,16.0740984,108.15253,-102,175.32990565664022,178.53393547889814
16.075103199999997,108.1558031,a840411eebb44150,6,16.0740984,108.15253,-115,367.4632493222528,364.4147003057858
16.0746375,108.1546107,a840411eebb44150,6,16.0740984,108.15253,-104,230.77875848370067,229.30418303234552
16.0741714,108.153384,a840411eebb44150,6,16.0740984,108.15253,-95,92.32725286257568,95.7566862242403
16.073813400000002,108.152403,a840411eebb44150,6,16.0740984,108.15253,-70,37.398891514515896,32.082957125310955
16.073440400000003,108.15149909999998,a840411eebb44150,6,16.0740984,108.15253,-76,132.82491554786318,134.5888429909433
16.0731833,108.1507144,a840411eebb44150,6,16.0740984,108.15253,-93,219.4756386574251,221.9334047971928
16.0729842,108.15017279999998,a840411eebb44150,6,16.0740984,108.15253,-102,281.00949602699984,279.3868341380588
16.0730895,108.1499186,a840411eebb44150,6,16.0740984,108.15253,-105,301.08028688745713,302.3044120385538
16.073200500000002,108.14982959999998,a840411eebb44150,6,16.0740984,108.15253,-114,305.763754946094,305.62437936602805
16.0732142,108.149801,a840411eebb44150,6,16.0740984,108.15253,-114,308.15962915431106,306.5784759607247
16.073470500000003,108.14972449999998,a840411eebb44150,6,16.0740984,108.15253,-110,308.22727386772914,304.3880731696764
16.0728027,108.1501184,a840411eebb44150,6,16.0740984,108.15253,-101,295.5743670251357,296.1019983083759
16.074542200000003,108.1531183,a840411eebb44150,6,16.0740984,108.15253,-81,80.60203310049398,78.5061751659328
16.074831800000005,108.15322949999998,a840411eebb44150,6,16.0740984,108.15253,-91,111.43945741330688,107.72206188533885
16.074524500000003,108.15227059999998,a840411eebb44150,6,16.0740984,108.15253,-81,56.52716708996882,58.88830081114704
16.0743356,108.1518145,a840411eebb44150,6,16.0740984,108.15253,-90,82.16104217769788,88.33995542543356
16.0737913,108.14969559999996,a840411eebb44150,6,16.0740984,108.15253,-110,305.11319075208746,305.8347594801238
16.073799599999997,108.1496846,a840411eebb44150,6,16.0740984,108.15253,-112,306.17829790216217,304.7684517316707
16.073809899999997,108.14964770000002,a840411eebb44150,6,16.0740984,108.15253,-110,309.97296914804684,309.27834730224265
16.0745404,108.1529916,a840411eebb44150,6,16.0740984,108.15253,-81,70.41545883531816,68.17293224383226
16.0745206,108.15296870000002,a840411eebb44150,6,16.0740984,108.15253,-99,67.16694730621076,66.75000423975759
16.074508,108.1529867,a840411eebb44150,6,16.0740984,108.15253,-90,67.57080039490177,66.34115472642372
16.074470400000003,108.15294250000002,a840411eebb44150,6,16.0740984,108.15253,-84,61.35019349170516,59.90278493713959
16.074270500000004,108.15310720000002,a840411eebb44150,6,16.0740984,108.15253,-69,65.58928300419214,60.26964948967412
16.074434,108.15390940000002,a840411eebb44150,6,16.0740984,108.15253,-82,152.6346010465682,151.64647210744954
16.0743426,108.1538917,a840411eebb44150,6,16.0740984,108.15253,-100,148.62101101597722,144.65924280785026
16.0741483,108.1531002,a840411eebb44150,6,16.0740984,108.15253,-78,62.248196171767454,63.26953480186136
16.0744493,108.1530174,a840411eebb44150,6,16.0740984,108.15253,-92,65.91468690093966,66.75000423975759
16.074786099999997,108.1531492,a840411eebb44150,6,16.0740984,108.15253,-99,101.76867275106989,100.77646017185988
16.0744525,108.1522209,a840411eebb44150,6,16.0740984,108.15253,-76,53.13499307698158,54.89144395274417
16.0742696,108.15172090000002,a840411eebb44150,6,16.0740984,108.15253,-97,89.70127430016328,88.33995542543356
16.073659300000003,108.1498359,a840411eebb44150,6,16.0740984,108.15253,-114,292.38130554553925,287.4992521404369
16.0717787,108.1457784,a840411eebb44150,6,16.0740984,108.15253,-110,766.3018403324144,373.5328311345762
